TotalSpend,OrderHabit,Tenure,SpendPerOrder,SpendRate,EngagementScore,ReturnImpact,RecencySpendRatio,RecentEngagement,GapEngagement,GapHabitScore,CLV
767.98,204.0,160,383.99,4.799875,0.05962577639751553,0.0,16.999583333333334,0.0012422036749482402,0.015690993788819878,53.684210526315795,852.24
5442.84,371.1666666666667,288,907.14,18.89875,0.3923615916955017,69.9655851063829,60.81142857142857,0.004311665842807711,0.18281698141670516,172.94141689373296,2724.81
1120.45,269.5,208,560.225,5.386778846153846,0.05154812292970188,0.0,16.78098591549296,0.0007260299004183364,0.01281583166760544,67.00276243093923,2780.66
2312.53,184.0,288,462.50600000000003,8.029618055555556,0.13892072760476742,19.93560344827583,26.69477777777778,0.0015435636400529713,0.06615272743084163,87.61904761904762,460.89
816.85,247.5,54,408.425,15.126851851851852,0.55006734006734,9.78263473053891,103.10625,0.0687584175084175,0.26253213957759414,118.12500000000001,1582.6
1702.54,362.3333333333333,228,567.5133333333333,7.467280701754386,0.09782463801424959,0.0,54.204375,0.0030570199379452998,0.029591082673349523,109.60260972716489,3018.63
853.65,340.0,270,284.55,3.1616666666666666,0.034999999999999996,0.0,78.60454545454546,0.0031818181818181815,0.005681818181818181,55.19480519480519,1108.65
1031.3,98.0,296,206.26,3.4841216216216213,0.058655246155246143,2.1004073319755525,58.294444444444444,0.0032586247864025636,0.010185641547916995,17.017964071856287,225.6
591.6600000000001,164.0,147,591.6600000000001,4.024897959183674,0.02719525648097077,0.0,5.024897959183674,0.00018500174476850865,0.02719525648097077,164.0,427.7
2975.06,532.6666666666666,323,991.6866666666666,9.210712074303405,0.08528437105836487,44.020616522811125,120.0024,0.0034113748423345944,0.014333507740901658,89.52380952380952,3415.3
1452.22,273.3333333333333,124,484.0733333333333,11.711451612903225,0.2810748387096774,56.18201641266115,133.02,0.02555225806451613,0.09028464516129031,87.79797979797978,2888.55
12346.62,1898.0,191,3086.655,64.64198952879582,1.3467081151832463,173.17337142857113,269.40478260869565,0.02927626337354883,0.6982930967616833,984.1481481481482,11072.67
320.38,130.0,128,320.38,2.50296875,0.01940285852713178,0.0,3.50296875,0.00015158483224321704,0.01940285852713178,130.0,693.3299999999999
1370.05,389.3333333333333,165,456.68333333333334,8.303333333333333,0.1500602409638554,7.001959114139564,49.93035714285714,0.005359294320137693,0.04828671120124059,125.28052805280525,1226.88
241.35,33.0,28,241.35,8.619642857142857,0.29722906403940885,0.0,9.619642857142857,0.010615323715693173,0.29722906403940885,33.0,758.1
130.0,193.0,89,130.0,1.4606741573033708,0.016229712858926344,65.16795865633075,2.460674157303371,0.00018235632425759937,0.016229712858926344,193.0,562.41
19468.84,3517.5,153,4867.21,127.2473202614379,3.3051252015957897,0.0,19469.84,3.3051252015957897,1.9149471920109313,2037.9944289693594,124914.53
3167.81,121.63636363636364,359,287.9827272727273,8.823983286908078,0.2696217115444135,25.83091919940678,88.99472222222222,0.00748949198734482,0.09621581238580885,43.40652492668622,3279.37
1352.62,227.0,256,450.8733333333333,5.283671875,0.06167710359922179,1.983313782991139,35.6825641025641,0.0015814641948518407,0.014653779933148437,53.93262411347518,668.58
291.56,84.0,131,145.78,2.225648854961832,0.03372195234790654,6.780465116279048,8.111219512195122,0.0008224866426318669,0.005878138482662608,14.642201834862385,807.04
3369.79,185.33333333333331,347,280.81583333333333,9.71121037463977,0.3348693232634403,7.558972633467893,169.4895,0.016743466163172016,0.09674002672054942,53.54074074074073,803.5600000000001
763.08,227.0,91,381.54,8.385494505494506,0.18229335881509795,0.0,59.698461538461544,0.014022566062699842,0.060764452938365986,75.66666666666667,1650.67
1579.07,642.5,174,789.535,9.075114942528735,0.10371559934318554,12.193590733590698,33.89729166666667,0.002160741652983032,0.034014255698571604,210.71236559139786,1760.96
964.21,651.0,74,964.21,13.029864864864866,0.17373153153153154,61.0435107913669,14.029864864864866,0.0023477233990747506,0.17373153153153154,651.0,777.2
762.48,326.0,288,762.48,2.6475,0.009160899653979239,16.028108108108093,3.6475,3.180867935409458e-05,0.009160899653979239,326.0,582.73
2454.01,333.25,172,613.5025,14.267500000000002,0.32988439306358386,202.67116311080508,37.62701492537314,0.0049236476576654305,0.11339776011560697,114.55468750000001,3750.4
4012.27,142.0,319,334.35583333333335,12.577648902821316,0.47166183385579935,41.940104529616455,115.63628571428572,0.013476052395879982,0.16767794552213047,50.48165137614678,6487.45
3418.27,821.0,102,1139.4233333333334,33.51245098039216,0.9760908052541406,1.3872849025972116,137.7308,0.03904363221016562,0.6294417342293056,529.4299065420561,10737.18
297.29,138.0,7,297.29,42.470000000000006,5.308750000000001,0.0,43.470000000000006,0.7583928571428572,5.308750000000001,138.0,806.14
6096.04,725.75,363,1524.01,16.79349862258953,0.18454394090757728,0.0,278.09272727272725,0.008388360950344422,0.03335131462185131,131.15963855421688,7829.89
7731.99,241.8095238095238,363,368.19,21.300247933884297,1.228860457724094,97.72104802644344,369.19,0.058517164653528284,0.6418364692861096,126.29763617677287,4785.51
301.58000000000004,144.0,46,301.58000000000004,6.55608695652174,0.13949121184088809,4.131232876712329,7.55608695652174,0.0030324176487149584,0.13949121184088809,144.0,133.4
768.6,364.5,64,384.3,12.009375,0.36951923076923077,0.0,22.35,0.010264423076923077,0.08988305613305614,88.66216216216218,4067.29
490.32,104.66666666666669,100,163.44,4.9032,0.14563960396039605,10.692336448598121,20.6128,0.005825584158415842,0.03997949912638323,28.732026143790854,197.88
3634.36,928.0,155,1211.4533333333334,23.447483870967744,0.4509131513647643,16.89191276367503,41.83550561797753,0.00506643990297488,0.31685789014821275,652.1081081081081,9035.52
13151.44,1674.25,47,3287.86,279.81787234042554,23.318156028368794,5260.811646658305,627.2590476190477,1.1103883823032759,11.907143503847895,854.9361702127659,3528.34
3413.09,303.25,347,853.2725,9.83599423631124,0.11305740501507172,0.0,49.07169014084507,0.0015923578171136861,0.03750196849280428,100.59024390243903,2466.86
632.68,251.0,61,632.68,10.371803278688525,0.16728714965626654,19.542239382239323,11.371803278688525,0.0027424122894469925,0.16728714965626654,251.0,2363.23
830.09,240.0,113,415.045,7.345929203539823,0.12887595093929513,0.0,16.662075471698113,0.002431621715835757,0.055232550402555064,102.85714285714288,947.4
2941.2,611.6666666666666,308,980.4,9.549350649350648,0.09271214222670532,23.84756756756754,20.349999999999998,0.0006099483041230613,0.0386881495758056,255.24436090225564,729.5400000000001
20079.74,184.4255319148936,358,427.2285106382979,56.0886592178771,7.343083518774996,421.82421956177996,454.90952505705195,0.9129010285524987,4.847442009455777,121.74613957946944,17555.54
9677.18,519.1666666666666,351,806.4316666666667,27.57031339031339,0.9398970473970475,461.5224946499539,440.8718181818182,0.04272259306350216,0.5735547146722543,316.81181485992687,6572.11
5048.66,239.0,292,388.35846153846154,17.289931506849314,0.7671300668567955,117.44760767054382,1263.165,0.19178251671419888,0.3849156145320189,119.92077464788733,7375.79
426.26,236.0,35,426.26,12.178857142857142,0.33830158730158727,0.0,13.178857142857142,0.009665759637188208,0.33830158730158727,236.0,723.38
7298.99,269.75,127,608.2491666666666,57.472362204724405,5.388033956692913,55.939530962599214,332.7722727272727,0.24491063439513241,3.9568374369463584,198.09765625,6816.42
7056.63,822.0,249,2352.21,28.33987951807229,0.3400785542168675,0.0,283.2652,0.0136031421686747,0.18403427933958055,444.82716049382714,13219.74
2183.2200000000003,415.0,133,727.7400000000001,16.415187969924816,0.36750420828189884,8.732880000000002,88.32880000000002,0.014700168331275954,0.16480858825012987,186.1082474226804,3281.63
6605.69,772.8,233,1321.138,28.3506008583691,0.6057820696232713,205.39256770310897,3303.845,0.30289103481163565,0.25189407486886023,321.3428571428571,5596.32
2635.6,96.54545454545456,303,239.6,8.698349834983498,0.3147429216605871,34.29219330854998,659.9,0.07868573041514677,0.05538772085088543,16.989842559674965,2484.98
1828.43,180.0,307,304.73833333333334,5.955798045602606,0.11602203984940142,8.42594470046069,17.774587155963303,0.0010644223839394625,0.045835867594825254,71.11111111111111,4541.72
4405.71,258.3636363636364,364,400.5190909090909,12.103598901098902,0.364765994279693,6.192143359100272,1102.4275,0.09119149856992324,0.13774380203568826,97.56389065479976,4955.63
452.0,252.0,29,452.0,15.586206896551724,0.5195402298850574,0.0,16.586206896551722,0.017915180340864048,0.5195402298850574,252.0,263.21000000000004
569.17,136.0,202,284.585,2.8176732673267324,0.02776032775691362,20.183333333333323,16.382972972972972,0.000750279128565233,0.004292834189213447,21.030927835051546,1246.1
5205.400000000001,2224.5,270,2602.7000000000003,19.279259259259263,0.14228235615689494,1.169752808988267,201.20769230769233,0.0054723983137267285,0.020894611743320236,326.6748251748252,1043.1
1697.39,87.375,299,212.17375,5.676889632107024,0.15138372352285395,23.9406205923835,28.826065573770492,0.0024817003856205566,0.03986279867059477,23.007836990595614,4257.82
297.0,184.0,222,148.5,1.337837837837838,0.011998545630832627,0.0,7.906976744186046,0.00027903594490308434,0.0006348436841710385,9.735449735449736,482.05
539.25,362.0,210,539.25,2.567857142857143,0.012169939065673664,0.0,3.567857142857143,5.795209078892221e-05,0.012169939065673664,362.0,1304.81
2784.46,338.8,361,556.892,7.713185595567867,0.10653571264596502,50.03957101449269,33.75835294117647,0.0012533613252466473,0.030398933713115674,96.67329842931937,982.57
580.08,400.0,267,580.08,2.1725842696629214,0.008106657722622842,0.0,3.1725842696629214,3.0362013942407645e-05,0.008106657722622842,400.0,1017.68
1336.56,538.5,225,668.28,5.940266666666666,0.052568731563421824,0.0,24.867142857142856,0.0009387273493468183,0.011491769225492212,117.71860465116279,1312.06
385.7,212.0,102,385.7,3.7813725490196077,0.03671235484485056,12.328310502283104,4.781372549019608,0.0003599250474985349,0.03671235484485056,212.0,340.84
2582.38,117.5,358,215.19833333333335,7.213351955307263,0.2411148285896578,41.44782972784349,454.90952505705195,0.9129010285524987,0.06979639774963778,34.01315789473684,1789.77
6640.39,386.55555555555554,295,737.8211111111111,22.50979661016949,0.6844194915254238,9.529836394947953,475.31357142857144,0.04888710653753027,0.17431595628663607,98.4524873398868,4485.72
386.8,146.0,155,193.4,2.495483870967742,0.031993382961124896,0.0,4.223333333333334,0.00026661152467604077,0.008849233584991992,40.38297872340426,348.71000000000004
2096.98,360.0,268,419.396,7.82455223880597,0.1454377739555013,2.327391786903393,52.14585365853659,0.0035472627794024708,0.04188239693022348,103.67088607594937,1662.28
1807.98,1074.0,312,1807.98,5.7948076923076925,0.018513762595232245,24.903305785123802,6.7948076923076925,5.933898267702643e-05,0.018513762595232245,1074.0,125.22
276.5,145.0,4,276.5,69.125,13.825,0.0,70.125,3.45625,13.825,145.0,363.95
5646.400000000001,822.6666666666666,342,1882.1333333333334,16.509941520467837,0.14440182087872744,0.0,75.29473684210527,0.0019000239589306242,0.06709579555981274,382.2491582491582,5568.35
8854.25,270.875,358,553.390625,24.73254189944134,1.1022859899472464,4.084063653136306,2214.5625,0.2755714974868116,0.5044945283144137,123.97413793103448,13400.24
175.78,175.0,126,175.78,1.3950793650793651,0.010984876890388701,0.0,2.395079365079365,8.718156262213255e-05,0.010984876890388701,175.0,207.8
916.47,180.0,49,458.235,18.703469387755103,0.7481387755102041,5.063370165745821,84.31545454545454,0.0680126159554731,0.41463112859601675,99.75903614457832,3415.26
6105.18,666.0,348,2035.0600000000002,17.543620689655175,0.1508047623752594,0.0,106.26172413793104,0.002600082109918265,0.009302891185486781,41.08441558441559,11990.96
1185.18,274.0,61,592.59,19.429180327868853,0.6267477525118985,0.0,108.74363636363637,0.05697706841017259,0.27375189190174876,119.67816091954022,3127.37
2366.2,200.6,292,473.23999999999995,8.103424657534246,0.13828369722754688,14.07056491575802,170.0142857142857,0.009877406944824777,0.03915044934494184,56.793246753246756,9401.28
556.87,98.75,91,139.2175,6.11945054945055,0.2660630673674152,0.0,80.55285714285715,0.03800900962391646,0.14003319335127115,51.973684210526315,160.54000000000002
826.89,175.66666666666666,152,275.63,5.440065789473684,0.10666795665634675,18.409424860853427,46.93833333333333,0.005925997592019264,0.03055892812316961,50.32612612612613,1315.83
995.95,145.0,362,199.19,2.751243093922652,0.03789591038460953,0.0,143.27857142857144,0.005413701483515647,0.011488130313444622,43.95669291338583,653.85
1847.94,592.0,69,923.97,26.781739130434783,0.7651925465838509,32.204763485477024,168.99454545454546,0.06956295878035008,0.3792693491763435,293.4260869565217,2794.51
637.2,331.0,202,637.2,3.1544554455445546,0.015539189386918988,0.0,4.154455445544555,7.692668013326232e-05,0.015539189386918988,331.0,415.7
1469.04,342.5,203,734.52,7.236650246305419,0.07094755143436685,0.0,31.605,0.001478073988215976,0.02415235793510361,116.59574468085107,511.36
6310.2,289.5833333333333,359,525.85,17.57715877437326,0.5859052924791086,1.8153624856152963,574.6545454545454,0.05326411749810078,0.2144348390219288,105.98428835489831,6586.61
1865.73,202.66666666666663,349,621.91,5.345931232091691,0.04582226770364307,6.1171475409834875,454.90952505705195,0.9129010285524987,0.008738199887671466,38.64806201550386,196.94000000000003
743.88,128.33333333333334,223,247.96,3.3357847533632285,0.04467568866111467,7.649151670951086,30.7552,0.0017870275464445867,0.0067109403568198,19.277539341917024,214.9
2993.23,291.4,315,598.646,9.50231746031746,0.1503531243721117,638.4048866090712,64.68574468085106,0.003199002646215143,0.05244023606149262,101.63463414634145,646.68
899.3,224.5,34,449.65,26.45,1.5114285714285713,0.0,57.20625,0.09446428571428571,1.058,157.15000000000003,452.85
1430.04,792.0,145,715.02,9.862344827586206,0.13510061407652338,2.7032892249526466,10.862344827586206,0.0009317283729415405,0.13510061407652338,792.0,437.6
1751.89,198.2,272,350.37800000000004,6.44077205882353,0.11796285822021116,41.423999999999936,438.9725,0.02949071455505279,0.027274649299470786,45.826589595375715,3338.2200000000003
1511.01,314.0,274,503.67,5.51463503649635,0.06015965494359654,64.49432926829255,17.9776404494382,0.0006759511791415341,0.017088151015107186,89.19066147859921,3023.08
1264.14,205.5,203,210.69000000000003,6.227290640394089,0.1831556070704144,0.0,181.5914285714286,0.026165086724344915,0.04874864066512931,54.6958174904943,1032.58
2368.38,55.36363636363637,358,215.30727272727273,6.615586592178771,0.20270599586063087,30.708330632090636,2369.38,0.20270599586063087,0.03167281185322357,8.650568181818182,2599.04
104.2,45.0,30,104.2,3.4733333333333336,0.11204301075268817,0.0,4.473333333333334,0.0037347670250896057,0.11204301075268817,45.0,577.0600000000001
2309.01,150.83333333333334,345,384.83500000000004,6.692782608695653,0.11605981402362406,2.54857615894017,454.90952505705195,0.9129010285524987,0.02895146345447077,37.62582056892779,1126.85
3490.69,503.8,351,698.138,9.944985754985755,0.14126400220150218,97.00103434967193,250.335,0.01009028587153587,0.048013108803261054,171.23261296660118,3344.38
3449.79,485.25,257,862.4475,13.423307392996108,0.20811329291466835,38.66295466123257,89.45615384615384,0.005336238279863291,0.08958157490290186,208.8740157480315,1868.34
417.8,214.0,14,417.8,29.842857142857145,1.9895238095238097,11.394545454545424,30.842857142857145,0.14210884353741499,1.9895238095238097,214.0,713.3
140.14,140.0,186,140.14,0.7534408602150537,0.004029095509171411,0.0,1.7534408602150537,2.166180381274952e-05,0.004029095509171411,140.0,3251.56
10621.53,417.73333333333335,294,708.1020000000001,36.12765306122449,1.8369993081978557,37.161841603052835,5311.765,0.9184996540989279,0.9233085528114876,209.96020942408376,12501.47
3442.74,296.6666666666667,322,573.79,10.691739130434781,0.19860815722169872,11.565755879059214,82.97,0.004728765648135684,0.07080013012069816,105.75617283950619,305.1
2481.06,848.5,222,1240.53,11.175945945945946,0.10023269906677978,0.0,19.37822222222222,0.0007424644375317021,0.05258108803503202,445.11475409836066,2683.82
2841.07,274.2,319,568.214,8.906175548589342,0.13915899294670847,28.718397111913152,35.64719512195122,0.0016970608895940057,0.054297178126493484,106.9875968992248,640.5
3514.18,692.0,151,1171.3933333333332,23.27271523178808,0.45932990589055417,30.20785100286516,440.2725,0.05741623823631927,0.27081878844414176,408.0,2163.98
1241.23,388.5,82,620.615,15.136951219512195,0.36474581251836613,0.0,69.95722222222223,0.02026365625102034,0.19918742953130633,212.1595744680851,1689.18
2318.41,320.5,169,579.6025,13.718402366863904,0.3227859380438566,0.0,580.6025,0.08069648451096414,0.19351294565774202,192.14250614250614,6021.9
249.8,86.0,265,249.8,0.9426415094339623,0.0035437650730600085,0.0,1.9426415094339622,1.3372698388905692e-05,0.0035437650730600085,86.0,671.69
826.27,215.0,253,413.135,3.265889328063241,0.025715664000497962,0.0,14.771166666666666,0.00042859440000829935,0.00450573600008725,37.67094017094017,486.1
5005.78,496.1666666666667,237,834.2966666666666,21.121434599156117,0.5324731411551963,469.33949467275477,456.0709090909091,0.04840664919592694,0.057507099244761196,53.586,3344.64
1440.58,235.66666666666663,320,480.1933333333333,4.5018125,0.04207301401869159,60.512168021680154,26.724642857142857,0.0007513038217623498,0.009718620197300104,54.437621832358666,477.91
1764.12,260.25,294,441.03,6.0004081632653055,0.08136146662054651,39.75481690140839,51.40342857142857,0.0023246133320156148,0.02039966801564723,65.25218658892128,1775.18
13232.73,216.75,321,551.36375,41.22345794392523,3.0725558715969115,155.85662234042476,1203.9754545454546,0.2793232610542647,1.7474883611253056,123.27460202604921,3722.82
793.95,119.33333333333331,327,264.65000000000003,2.4279816513761467,0.022207149250391585,8.772928176795519,13.602380952380953,0.00035249443254589815,0.003120612476362216,16.769063180827885,318.05
1671.14,274.6,322,334.228,5.189875776397516,0.08033863430955906,20.438402877697794,209.8925,0.010042329288694883,0.01740333136176846,59.48513853904282,623.51
263.75,62.333333333333336,91,87.91666666666667,2.8983516483516483,0.09451146679407549,4.1644736842105194,66.9375,0.023627866698518872,0.017832352225297263,11.761006289308177,114.0
97.05,31.0,60,97.05,1.6175,0.02651639344262295,0.0,2.6174999999999997,0.00044193989071038254,0.02651639344262295,31.0,919.98
1950.98,762.0,152,1950.98,12.835394736842105,0.08389146886824905,0.0,13.835394736842105,0.0005519175583437438,0.08389146886824905,762.0,2209.85
2356.66,379.0,188,785.5533333333333,12.535425531914893,0.19897500844309352,8.261735319894594,47.20901960784313,0.0039014707537861474,0.09326953520770008,177.65625,4051.17
2876.76,151.77777777777777,243,319.64000000000004,11.83851851851852,0.4366666666666667,6.304075967859614,411.96571428571434,0.062380952380952384,0.1782312925170068,61.9501133786848,3624.83
1188.16,146.0,352,594.08,3.3754545454545455,0.01912438835951584,0.0,9.486857142857144,0.0001366027739965417,0.000611281819710552,4.666666666666667,3991.88
250.6,64.0,295,125.3,0.8494915254237287,0.005739807604214384,12.994074074074062,6.827906976744186,0.00013348389777242752,0.0002826420411166174,3.151515151515152,63.0
7637.53,573.6666666666666,303,1272.9216666666666,25.206369636963696,0.4974941375716519,0.0,1910.3825,0.12437353439291297,0.2791001337269535,321.8338293650794,3807.15
764.24,115.0,292,382.12,2.6172602739726027,0.017865257842816402,0.0,70.47636363636364,0.0016241143493469458,0.0013014426243111285,8.37748344370861,2996.05
211.15,60.0,221,211.15,0.9554298642533937,0.004303738127267539,22.06044776119403,1.9554298642533938,1.9473928177681173e-05,0.004303738127267539,60.0,225.9
619.5,349.0,27,619.5,22.944444444444443,0.8194444444444444,0.0,23.944444444444443,0.030349794238683128,0.8194444444444444,349.0,220.9
1511.7,239.4,109,302.34000000000003,13.868807339449543,0.6304003336113428,2.52160133444526,45.46176470588235,0.018541186282686556,0.2848475581503105,108.17333333333333,1331.39
16652.72,1272.111111111111,327,1850.3022222222223,50.92574923547401,1.3973528753636162,165.6055690072628,16653.72,1.3973528753636162,0.5526254309347635,503.0947897049592,17628.46
16047.22,411.9565217391304,352,697.7052173913044,45.58869318181818,2.970368110996652,131.02513974667485,4012.805,0.742592027749163,2.0763481452648014,287.9660459173797,13787.54
10670.4,236.52380952380952,364,508.1142857142857,29.314285714285713,1.6865753424657535,19.29935691318303,971.0363636363636,0.15332503113325033,0.9709317107991434,136.16259009807396,11651.59
3157.13,338.6666666666667,352,526.1883333333334,8.969119318181818,0.15244962013906774,3.10435594886898,39.50158536585366,0.0018591417090130212,0.05292871897248807,117.58109209453954,7679.09
134.6,51.0,46,134.6,2.926086956521739,0.06225716928769657,0.0,3.926086956521739,0.0013534167236455776,0.06225716928769657,51.0,1035.8
847.11,93.66666666666669,148,282.37,5.723716216216216,0.11524260838019226,20.58947916666662,39.505,0.00523830038091783,0.027405254431874988,22.27439024390244,855.91
973.68,846.0,47,973.68,20.71659574468085,0.431595744680851,2.296415094339588,21.71659574468085,0.009182888184698958,0.431595744680851,846.0,869.67
825.02,78.0,291,275.00666666666666,2.835120274914089,0.02912794802993927,0.0,6.357272727272727,0.00018914251967493034,0.005374799934095937,14.392857142857144,497.0
1648.7,262.25,259,412.175,6.365637065637066,0.09793287793287794,0.0,11.636774193548387,0.0006318250189217932,0.04670644947568025,125.07307692307693,797.71
722.98,143.66666666666666,310,240.99333333333334,2.332193548387097,0.02249704387511669,79.16929752066112,3.7914285714285714,8.68611732629988e-05,0.011469081191235958,73.24183006535947,283.55
4893.81,638.2,159,978.7620000000001,30.778679245283023,0.9618337264150945,84.40202032645482,544.7566666666667,0.1068704140461216,0.6148283384348303,407.95351089588377,6868.29
2404.75,140.625,347,300.59375,6.9301152737752165,0.15931299479943026,37.87007874015726,81.15833333333333,0.005310433159981008,0.048639808146728705,42.934181415929196,2712.91
20834.12,521.4736842105264,356,1096.5326315789473,58.52280898876404,3.114659301923016,214.35564479072886,1737.1766666666665,0.259554941826918,1.429019776649655,239.2544851628263,9736.52
2326.9,142.875,356,290.8625,6.53623595505618,0.1464702735026595,59.51150895140646,94.07600000000001,0.005858810940106381,0.03970971859405436,38.735,4396.13
9384.85,815.0,361,1340.6928571428573,25.996814404432133,0.5027008310249307,0.0,671.3464285714286,0.035907202216066476,0.28099687477803814,455.56410256410254,4708.86
277.93,94.0,216,277.93,1.286712962962963,0.005929552824714115,0.0,2.2867129629629632,2.7451633447750534e-05,0.005929552824714115,94.0,1030.98
2005.55,269.2,132,401.11,15.193560606060606,0.5711864889496469,84.21882562277564,55.204054054054055,0.01543747267431478,0.3248950671089734,153.12293577981652,5399.26
1356.95,348.0,97,678.475,13.98917525773196,0.2854933726067747,36.05881118881109,124.35909090909091,0.025953942964252245,0.13486496742774018,164.3926380368098,2656.13
1286.11,311.3333333333333,161,428.7033333333333,7.988260869565217,0.1479307568438003,0.0,143.9011111111111,0.016436750760422256,0.04909206532427002,103.31858407079646,823.1700000000001
1838.96,326.0,210,612.9866666666667,8.75695238095238,0.12450643195666893,0.0,46.974000000000004,0.0031126607989167233,0.04034008395396073,105.62399999999998,427.8
1405.5,368.75,250,351.375,5.622,0.08959362549800796,0.0,109.11538461538461,0.0068918173460006124,0.016682950954801483,68.66379310344827,2609.1
1698.8300000000002,244.66666666666663,280,566.2766666666668,6.0672500000000005,0.06477491103202847,0.0,25.98279411764706,0.0009525722210592421,0.014893501441670778,56.25547445255473,3980.7
233.84,124.0,9,233.84,25.982222222222223,2.598222222222222,0.0,26.982222222222223,0.28869135802469137,2.598222222222222,124.0,836.33
6879.8,640.8,273,1375.96,25.2007326007326,0.4598673832250475,0.0,102.1735294117647,0.006762755635662463,0.16904782311699562,235.55887850467286,18895.91
2040.07,252.66666666666663,315,680.0233333333333,6.476412698412698,0.06148493068113321,29.181755526657966,137.00466666666665,0.004098995378742214,0.01892938838099703,77.78858024691357,383.95
529.25,88.5,18,264.625,29.40277777777778,3.095029239766082,0.0,454.90952505705195,0.9129010285524987,1.3977551405395208,39.96774193548387,110.4
1460.69,232.0,20,730.345,73.03450000000001,6.9556666666666676,0.0,133.79,0.6323333333333334,5.979432748538013,199.43859649122808,1013.04
4037.77,438.25,217,1009.4425,18.607235023041476,0.3414171563860821,0.0,48.50317647058824,0.0040166724280715545,0.16034166048901022,205.81781376518217,9120.39
4721.97,91.66666666666669,358,314.798,13.189860335195531,0.5511083705513453,84.3208928571426,338.28357142857146,0.03936488361081038,0.16555930473353173,27.537722908093283,3757.51
18682.29,100.95798319327731,361,156.9940336134454,51.75149584487535,17.012232059503223,746.4555697618657,18683.29,17.012232059503223,14.947125045254394,88.70274011243842,31251.9
2806.48,222.25,147,701.62,19.09170068027211,0.5159919102776246,120.8387513455327,113.2592,0.020639676411104983,0.2759956729391946,118.8779069767442,3327.82
1424.31,89.11111111111111,319,158.25666666666666,4.464921630094044,0.125575920846395,629.3923799582464,130.48272727272726,0.011415992804217727,0.020064472201352365,14.238138965411693,3811.95
7111.650000000001,804.0,364,1422.3300000000002,19.5375,0.26763698630136984,111.44603330068549,84.6664705882353,0.0031486704270749393,0.11671795548639861,350.62880324543613,2791.59
