Customer ID,TotalSpend,PurchaseFrequency,OrderHabit,Recency,AvgPurchaseGap,Tenure,Trend,Churn,ReturnRate,CLV
12409,12346.619999999999,4,1898.0,46,0.9285714285714286,191,Increasing,0,0.014025974025974027,11072.67
12410,320.38,1,130.0,128,0.0,128,Increasing,1,0.0,693.3299999999999
12412,1370.05,3,389.3333333333333,28,2.1076923076923078,165,Increasing,0,0.005110732538330494,1226.88
12413,241.35,1,33.0,28,0.0,28,Flag,0,0.0,758.1
12414,130.0,1,193.0,89,0.0,89,Increasing,0,0.5012919896640827,562.41
12415,19468.84,4,3517.5,1,0.7259615384615384,153,Increasing,0,0.0,124914.53
12417,3167.81,11,121.63636363636364,36,1.8022598870056497,359,Increasing,0,0.00815418828762046,3279.37
12418,1352.62,3,227.0,39,3.208955223880597,256,Increasing,0,0.001466275659824047,668.58
12421,291.56,2,84.0,41,4.7368421052631575,131,Increasing,0,0.023255813953488372,807.04
12422,3369.79,12,185.33333333333334,20,2.4615384615384617,347,Increasing,0,0.0022431583669807087,803.5600000000001
12423,763.08,2,227.0,13,2.0,91,Increasing,0,0.0,1650.67
12424,1579.07,2,642.5,48,2.0491803278688523,174,Increasing,0,0.007722007722007722,1760.96
12425,964.21,1,651.0,74,0.0,74,Increasing,0,0.06330935251798561,777.2
12426,762.48,1,326.0,288,0.0,288,Decreasing,1,0.021021021021021023,582.73
12429,2454.01,4,333.25,67,1.9090909090909092,172,Increasing,0,0.08258774948382656,3750.4
12431,4012.27,12,142.0,35,1.8129032258064517,319,Decreasing,0,0.010452961672473868,6487.45
12433,3418.27,3,821.0,25,0.5507246376811594,102,Increasing,0,0.00040584415584415587,10737.18
12434,297.29,1,138.0,7,0.0,7,Flag,0,0.0,806.14
12435,6096.04,4,725.75,22,4.533333333333333,363,Increasing,0,0.0,7829.89
12437,7731.99,21,241.8095238095238,21,0.9146005509641874,363,Decreasing,0,0.012638537818393934,4785.51
12445,301.58000000000004,1,144.0,46,0.0,46,Flag,0,0.0136986301369863,133.4
12449,768.6,2,364.5,36,3.111111111111111,64,Increasing,0,0.0,4067.29
12450,490.32,3,104.66666666666667,25,2.642857142857143,100,Increasing,0,0.021806853582554516,197.88
12451,3634.36,3,928.0,89,0.4230769230769231,155,Increasing,0,0.004647836968180193,9035.52
12454,13151.44,4,1674.25,21,0.9583333333333334,47,Flag,0,0.4000179179358538,3528.34
12455,3413.09,4,303.25,71,2.014705882352941,347,Decreasing,0,0.0,2466.86
12457,632.68,1,251.0,61,0.0,61,Increasing,0,0.03088803088803089,2363.23
12458,830.09,2,240.0,53,1.3333333333333333,113,Increasing,0,0.0,947.4
12468,2941.2,3,611.6666666666666,152,1.3963963963963963,308,Decreasing,1,0.008108108108108109,729.5400000000001
12471,20079.739999999998,47,184.4255319148936,0,0.5148367952522255,358,Increasing,0,0.021007454257962504,17555.54
12472,9677.18,12,519.1666666666666,22,0.6387225548902196,351,Increasing,0,0.04769183735860593,6572.11
12474,5048.66,13,239.0,4,0.9929824561403509,292,Increasing,0,0.023263124803520906,7375.79
12475,426.26,1,236.0,35,0.0,35,Flag,0,0.0,723.38
12476,7298.99,12,269.75,22,0.3617021276595745,127,Increasing,0,0.007664009809932557,6816.42
12477,7056.63,3,822.0,25,0.8479087452471483,249,Increasing,0,0.0,13219.74
12480,2183.2200000000003,3,415.0,25,1.2298850574712643,133,Increasing,0,0.004,3281.63
12481,6605.69,5,772.8,2,1.4049079754601228,233,Increasing,0,0.031093279839518557,5596.32
12483,2635.6,11,96.54545454545455,4,4.682539682539683,303,Increasing,0,0.013011152416356878,2484.98
12484,1828.43,6,180.0,109,1.53125,307,Decreasing,0,0.004608294930875576,4541.72
12490,4405.71,11,258.3636363636364,4,1.6481481481481481,364,Decreasing,0,0.0014054813773717498,4955.63
12492,452.0,1,252.0,29,0.0,29,Flag,0,0.0,263.21000000000004
12494,569.17,2,136.0,37,5.466666666666667,202,Increasing,0,0.03546099290780142,1246.1000000000001
12497,5205.400000000001,2,2224.5,26,5.809523809523809,270,Increasing,0,0.00022471910112359551,1043.1
12500,1697.39,8,87.375,61,2.7976190476190474,299,Decreasing,0,0.014104372355430184,4257.82
12504,297.0,2,184.0,43,17.9,222,Increasing,0,0.0,482.04999999999995
12507,539.25,1,362.0,210,0.0,210,Decreasing,1,0.0,1304.81
12510,2784.46,5,338.8,85,2.5045871559633026,361,Decreasing,0,0.017971014492753623,982.5699999999999
12514,580.08,1,400.0,267,0.0,267,Decreasing,1,0.0,1017.68
12516,1336.56,2,538.5,56,3.574468085106383,225,Increasing,0,0.0,1312.06
12519,385.7,1,212.0,102,0.0,102,Increasing,0,0.0319634703196347,340.84
12523,2582.38,12,117.5,0,2.4545454545454546,358,Decreasing,0,0.016050244242847175,1789.77
12524,6640.39,9,386.55555555555554,14,2.9263157894736844,295,Increasing,0,0.0014351320321469576,4485.72
12527,386.8,2,146.0,120,2.6153846153846154,155,Increasing,0,0.0,348.71000000000004
12530,2096.98,5,360.0,41,2.4725274725274726,268,Increasing,0,0.0011098779134295228,1662.28
12531,1807.98,1,1074.0,312,0.0,312,Decreasing,1,0.013774104683195593,125.22
12538,276.5,1,145.0,4,0.0,4,Flag,0,0.0,363.95
12539,5646.400000000001,3,822.6666666666666,76,1.1521739130434783,342,Decreasing,0,0.0,5568.35
12540,8854.25,16,270.875,4,1.1849315068493151,358,Increasing,0,0.00046125461254612545,13400.24
12547,175.78,1,175.0,126,0.0,126,Increasing,1,0.0,207.79999999999998
12553,916.47,2,180.0,11,0.8043478260869565,49,Flag,0,0.0055248618784530384,3415.26
12557,6105.18,3,666.0,58,15.210526315789474,348,Increasing,0,0.0,11990.960000000001
12562,1185.18,2,274.0,11,1.2894736842105263,61,Increasing,0,0.0,3127.37
12567,2366.2,5,200.6,14,2.532110091743119,292,Increasing,0,0.005946481665014866,9401.28
12573,556.87,4,98.75,7,0.9,91,Increasing,0,0.0,160.54000000000002
12576,826.89,3,175.66666666666666,18,2.490566037735849,152,Increasing,0,0.022263450834879406,1315.83
12577,995.9499999999999,5,145.0,7,2.2987012987012987,362,Increasing,0,0.0,653.85
12578,1847.94,2,592.0,11,1.0175438596491229,69,Increasing,0,0.017427385892116183,2794.51
12580,637.2,1,331.0,202,0.0,202,Decreasing,1,0.0,415.7
12582,1469.04,2,342.5,48,1.9375,203,Increasing,0,0.0,511.36
12583,6310.2,12,289.5833333333333,11,1.7323232323232323,359,Increasing,0,0.00028768699654775604,6586.61
12586,1865.73,3,202.66666666666666,0,4.2439024390243905,349,Increasing,0,0.003278688524590164,196.94000000000003
12588,743.88,3,128.33333333333334,25,5.6571428571428575,223,Increasing,0,0.010282776349614395,214.89999999999998
12589,2993.23,5,291.4,47,1.867132867132867,315,Increasing,0,0.2132829373650108,646.68
12591,899.3,2,224.5,16,0.42857142857142855,34,Flag,0,0.0,452.84999999999997
12592,1430.04,2,792.0,145,0.0,145,Increasing,1,0.001890359168241966,437.6
12594,1751.89,5,198.2,4,3.325,272,Increasing,0,0.023645320197044337,3338.2200000000003
12598,1511.01,3,314.0,89,2.5205479452054793,274,Increasing,0,0.042682926829268296,3023.08
12599,1264.14,6,205.5,7,2.757142857142857,203,Increasing,0,0.0,1032.58
12600,2368.38,11,55.36363636363637,1,5.4,358,Decreasing,0,0.012965964343598054,2599.04
12601,104.19999999999999,1,45.0,30,0.0,30,Flag,0,0.0,577.0600000000001
12609,2309.01,6,150.83333333333334,0,3.008771929824561,345,Increasing,0,0.0011037527593818985,1126.85
12613,3490.69,5,503.8,14,1.9421965317919074,351,Decreasing,0,0.027788498649170205,3344.38
12615,3449.79,4,485.25,39,1.3231707317073171,257,Increasing,0,0.011207335710646969,1868.34
12616,417.8,1,214.0,14,0.0,14,Flag,0,0.02727272727272727,713.3
12619,140.14,1,140.0,186,0.0,186,Decreasing,1,0.0,3251.56
12621,10621.53,15,417.73333333333335,2,0.9895833333333334,294,Increasing,0,0.003498727735368957,12501.47
12623,3442.7400000000002,6,296.6666666666667,42,1.8051948051948052,322,Decreasing,0,0.0033594624860022394,305.1
12625,2481.06,2,848.5,135,0.90625,222,Increasing,1,0.0,2683.82
12631,2841.07,5,274.2,82,1.5629139072847682,319,Decreasing,0,0.010108303249097473,640.5
12633,3514.18,3,692.0,8,0.696078431372549,151,Increasing,0,0.008595988538681949,2163.98
12635,1241.23,2,388.5,18,0.8311688311688312,82,Increasing,0,0.0,1689.18
12637,2318.41,4,320.5,4,0.6680327868852459,169,Increasing,0,0.0,6021.9
12638,249.8,1,86.0,265,0.0,265,Decreasing,1,0.0,671.69
12639,826.27,2,215.0,60,4.7073170731707314,253,Increasing,0,0.0,486.1
12643,5005.78,6,496.1666666666667,11,8.25925925925926,237,Increasing,0,0.09375951293759513,3344.64
12644,1440.58,3,235.66666666666666,56,3.329113924050633,320,Decreasing,0,0.04200542005420054,477.91
12645,1764.12,4,260.25,35,2.988372093023256,294,Increasing,0,0.022535211267605635,1775.18
12647,13232.73,24,216.75,11,0.7582697201017812,321,Decreasing,0,0.011778115501519757,3722.82
12648,793.95,3,119.33333333333333,63,6.116279069767442,327,Increasing,0,0.011049723756906077,318.05
12649,1671.1399999999999,5,274.6,8,3.616279069767442,322,Increasing,0,0.01223021582733813,623.51
12651,263.75,3,62.333333333333336,4,4.3,91,Increasing,0,0.015789473684210527,114.0
12652,97.05000000000001,1,31.0,60,0.0,60,Flag,0,0.0,919.98
12653,1950.98,1,762.0,152,0.0,152,Increasing,1,0.0,2209.85
12656,2356.66,3,379.0,51,1.1333333333333333,188,Increasing,0,0.0035056967572304996,4051.17
12662,2876.76,9,151.77777777777777,7,1.45,243,Increasing,0,0.002191380569758948,3624.83
12664,1188.16,2,146.0,140,30.285714285714285,352,Decreasing,1,0.0,3991.88
12665,250.6,2,64.0,43,19.307692307692307,295,Decreasing,0,0.05185185185185185,63.0
12668,7637.53,6,573.6666666666666,4,0.7824933687002652,303,Decreasing,0,0.0,3807.15
12670,764.24,2,115.0,11,12.727272727272727,292,Increasing,0,0.0,2996.05
12672,211.15,1,60.0,221,0.0,221,Decreasing,1,0.1044776119402985,225.89999999999998
12673,619.5,1,349.0,27,0.0,27,Flag,0,0.0,220.9
12676,1511.7,5,239.4,34,1.2131147540983607,109,Increasing,0,0.0016680567139282735,1331.39
12678,16652.72,9,1272.111111111111,1,1.5285714285714285,327,Increasing,0,0.009944655828433069,17628.46
12681,16047.22,23,411.95652173913044,4,0.4305732484076433,352,Increasing,0,0.008164974353606197,13787.54
12682,10670.4,21,236.52380952380952,11,0.7370689655172413,364,Decreasing,0,0.0018086816720257234,11651.59
12683,3157.13,6,338.6666666666667,82,1.880281690140845,352,Decreasing,0,0.0009832841691248771,7679.09
12691,134.6,1,51.0,46,0.0,46,Flag,0,0.0,1035.8
12693,847.11,3,93.66666666666667,22,3.2051282051282053,148,Increasing,0,0.024305555555555556,855.91
12694,973.68,1,846.0,47,0.0,47,Flag,0,0.0023584905660377358,869.67
12695,825.02,3,78.0,154,4.419354838709677,291,Decreasing,1,0.0,497.0
12701,1648.7,4,262.25,155,1.096774193548387,259,Decreasing,1,0.0,797.71
12703,722.98,3,143.66666666666666,259,0.9615384615384616,310,Decreasing,1,0.10950413223140495,283.55
12705,4893.81,5,638.2,9,0.5643939393939394,159,Increasing,0,0.017246689251616876,6868.29
12708,2404.75,8,140.625,30,2.2753623188405796,347,Decreasing,0,0.015748031496062992,2712.91
12709,20834.12,19,521.4736842105264,12,1.1795774647887325,356,Decreasing,0,0.010288682449305763,9736.52
12712,2326.9,8,142.875,25,2.6885245901639343,356,Increasing,0,0.02557544757033248,4396.13
12714,9384.85,7,815.0,14,0.7889908256880734,361,Decreasing,0,0.0,4708.86
12717,277.93,1,94.0,216,0.0,216,Decreasing,1,0.0,1030.98
12720,2005.55,5,269.2,37,0.7580645161290323,132,Increasing,0,0.04199288256227758,5399.26
12721,1356.95,2,348.0,11,1.1168831168831168,97,Increasing,0,0.026573426573426574,2656.13
12724,1286.11,3,311.3333333333333,9,2.013333333333333,161,Increasing,0,0.0,823.1700000000001
12725,1838.96,3,326.0,40,2.0864197530864197,210,Increasing,0,0.0,427.8
12726,1405.5,4,368.75,13,4.37037037037037,250,Increasing,0,0.0,2609.1
12727,1698.8300000000002,3,244.66666666666666,68,3.3492063492063493,280,Decreasing,0,0.0,3980.7
12728,233.84,1,124.0,9,0.0,9,Flag,0,0.0,836.33
12731,6879.8,5,640.8,68,1.7203389830508475,273,Increasing,0,0.0,18895.91
12733,2040.07,3,252.66666666666666,15,2.2481203007518795,315,Decreasing,0,0.014304291287386216,383.95
12734,529.25,2,88.5,0,1.2142857142857142,18,Flag,0,0.0,110.39999999999999
12739,1460.69,2,232.0,11,0.16326530612244897,20,Flag,0,0.0,1013.04
12744,4037.77,4,438.25,85,1.1293103448275863,217,Increasing,0,0.0,9120.39
12747,4721.97,15,91.66666666666667,14,2.328767123287671,358,Increasing,0,0.017857142857142856,3757.5099999999998
12748,18682.29,119,100.95798319327731,1,0.13816081741448244,361,Increasing,0,0.03995525011986575,31251.9
12749,2806.48,4,222.25,25,0.8695652173913043,147,Increasing,0,0.04305705059203445,3327.82
12755,1424.31,9,89.11111111111111,11,5.258620689655173,319,Increasing,0,0.441892832289492,3811.95
12758,7111.650000000001,5,804.0,85,1.2930232558139534,364,Decreasing,0,0.015670910871694418,2791.59
12759,3489.3,5,460.0,12,1.6844660194174756,361,Increasing,0,0.0,1531.44
12766,1929.3600000000001,2,688.0,14,0.2087912087912088,33,Flag,0,0.013620071684587814,6271.2
12770,1895.0,1,1100.0,82,0.0,82,Increasing,0,0.06143344709897611,1351.45
12775,300.08,2,103.0,14,1.5,35,Flag,0,0.0,1386.04
12778,953.45,3,303.3333333333333,22,3.253968253968254,228,Increasing,0,0.0,822.23
12779,2492.75,6,246.16666666666666,18,2.8823529411764706,362,Increasing,0,0.08714462299134734,3981.36
12782,2287.32,6,155.16666666666666,0,1.1544715447154472,145,Increasing,0,0.01689545934530095,2078.67
12784,1230.33,1,582.0,155,0.0,155,Increasing,1,0.0,574.42
12785,788.45,2,161.0,161,4.7560975609756095,357,Decreasing,1,0.009230769230769232,311.95
12787,398.52,1,249.0,39,0.0,39,Flag,0,0.004,463.66
12789,181.5,2,16.0,138,60.333333333333336,319,Decreasing,1,0.0,91.85
12790,266.93,1,140.0,36,0.0,36,Flag,0,0.0410958904109589,324.92
12791,539.23,4,63.75,18,9.583333333333334,250,Decreasing,0,0.007782101167315175,192.60000000000002
12792,426.47,1,177.0,160,0.0,160,Increasing,1,0.0056179775280898875,400.53999999999996
12793,340.05,1,166.0,27,0.0,27,Flag,0,0.0,545.48
12797,298.05,1,97.0,50,0.0,50,Flag,0,0.039603960396039604,254.03
12798,1533.8899999999999,1,3199.0,47,0.0,47,Flag,0,0.0,6977.04
12802,1968.84,4,414.0,70,1.0818181818181818,189,Increasing,0,0.0036101083032490976,427.58
12808,293.05,2,67.0,61,1.5,88,Increasing,0,0.0,483.65000000000003
12809,1266.63,2,149.0,191,1.4727272727272727,273,Decreasing,1,0.029315960912052116,489.31
12811,519.05,2,102.5,4,2.0,53,Flag,0,0.0,514.85
12817,524.94,2,83.0,25,1.7,60,Flag,0,0.0,166.04
12820,1747.18,7,177.42857142857142,23,3.3737373737373737,360,Decreasing,0,0.0296875,731.99
12821,128.07999999999998,1,92.0,237,0.0,237,Decreasing,1,0.0,92.72
12823,4742.0,13,53.84615384615385,20,23.416666666666668,305,Increasing,0,0.0,1759.5
12826,1326.03,5,171.4,30,4.861538461538461,347,Increasing,0,0.002328288707799767,1332.1200000000001
12829,92.30000000000001,1,174.0,176,0.0,176,Increasing,1,0.0,293.0
12831,236.06,2,84.0,89,0.0,89,Increasing,0,0.0,215.05
12836,3972.76,11,106.54545454545455,15,1.4453781512605042,364,Increasing,0,0.003401360544217687,2612.86
12837,554.31,1,185.0,195,0.0,195,Decreasing,1,0.0,134.1
12838,2324.56,8,157.25,13,0.8375,218,Increasing,0,0.005533596837944664,683.13
12839,4077.7,12,230.91666666666666,5,1.4560669456066946,358,Increasing,0,0.0321341250436605,4839.03
12840,1315.2,3,249.0,63,3.806451612903226,300,Increasing,0,0.010596026490066225,2726.77
12841,3012.34,15,155.73333333333332,5,0.5683760683760684,145,Increasing,0,0.0004278990158322636,3871.34
12842,799.0,2,170.0,30,25.615384615384617,363,Increasing,0,0.0,1118.99
12843,4886.15,22,102.27272727272727,8,2.8632478632478633,352,Increasing,0,0.04377390565235869,1702.26
12844,322.64,2,49.0,68,3.02,219,Increasing,0,0.0,325.96000000000004
12847,765.36,1,624.0,13,0.0,13,Flag,0,0.0,871.54
12849,2030.82,4,314.0,7,2.2127659574468086,217,Increasing,0,0.0,1033.25
12851,148.95,1,51.0,103,0.0,103,Increasing,0,0.0,135.18
12853,1950.4,5,173.6,53,3.5217391304347827,298,Increasing,0,0.012514220705346985,1957.1000000000001
12854,1669.52,4,252.0,187,1.077922077922078,354,Decreasing,1,0.015625,1324.5
12855,574.74,3,70.0,20,0.1111111111111111,28,Flag,0,0.0,38.1
12857,2581.6,4,269.25,62,3.324324324324324,309,Increasing,0,0.0009276437847866419,1106.4
12863,2271.35,5,141.4,5,4.9523809523809526,215,Increasing,0,0.0,521.2
12864,152.45,1,231.0,134,0.0,134,Increasing,1,0.0,147.12
12865,1755.24,2,524.0,4,0.98989898989899,102,Increasing,0,0.0,1568.23
12866,668.23,2,191.0,100,0.7777777777777778,128,Increasing,0,0.0,559.12
12867,3876.47,6,606.8333333333334,23,0.6164122137404581,349,Increasing,0,0.0,4036.82
12868,436.7,2,121.0,6,0.46153846153846156,18,Flag,0,0.0,1607.0600000000002
12871,363.38,1,284.0,65,0.0,65,Increasing,0,0.0,380.64
12872,2706.9900000000002,10,133.3,9,1.051359516616314,362,Decreasing,0,0.002245508982035928,599.97
12873,1653.3,2,329.0,23,9.466666666666667,307,Increasing,0,0.0,374.0
12875,1013.76,3,1056.0,97,45.2,323,Decreasing,0,0.0,343.2300000000001
12876,1863.77,2,553.0,20,2.3214285714285716,216,Increasing,0,0.00718132854578097,2218.02
12877,1419.4,8,135.5,27,2.3442622950819674,316,Increasing,0,0.0,1436.1100000000001
12890,336.8,1,207.0,13,0.0,13,Flag,0,0.0,380.46999999999997
12891,509.5,8,171.875,84,28.142857142857142,285,Increasing,0,0.03508771929824561,331.0
12897,297.75,2,69.5,7,18.0,169,Increasing,0,0.0,216.5
12908,1026.0,3,600.0,6,124.0,256,Increasing,0,0.0,750.0
12909,924.52,3,222.66666666666666,50,3.4545454545454546,279,Increasing,0,0.008902077151335312,2178.67
12910,2721.48,5,388.0,5,3.9344262295081966,247,Increasing,0,0.015228426395939087,3075.04
12913,3799.61,8,208.375,6,8.682926829268293,364,Increasing,0,0.0,1948.53
12915,611.45,2,159.0,98,3.135135135135135,215,Increasing,0,0.05357142857142857,363.65
12916,1647.87,3,218.33333333333334,68,3.1710526315789473,310,Decreasing,0,0.0,3006.15
12917,3765.2,5,196.8,26,6.9787234042553195,356,Decreasing,0,0.006060606060606061,594.0
12920,323.86,3,97.33333333333333,197,4.935483870967742,351,Decreasing,1,0.0,164.23
12921,18646.15,37,318.97297297297297,11,0.4370179948586118,364,Increasing,0,0.029839704069050555,16587.09
12923,612.9,2,84.0,16,5.75,201,Increasing,0,0.0,175.72
12924,1535.7,8,117.75,19,7.790697674418604,356,Decreasing,0,0.01050420168067227,925.75
12925,35.28,1,108.0,218,0.0,218,Decreasing,1,0.0,368.31
12928,2242.19,7,203.85714285714286,4,1.7872340425531914,175,Increasing,0,0.0,2062.7000000000003
12931,50291.38,42,831.0,6,2.533333333333333,364,Increasing,0,0.22156302970827013,42055.96
12933,1079.5,5,92.0,6,1.835978835978836,355,Increasing,0,0.10505836575875487,607.53
12935,2083.16,8,168.5,1,1.846774193548387,233,Increasing,0,0.02177068214804064,1816.92
12937,1593.34,5,195.2,89,2.8333333333333335,362,Increasing,0,0.0,1504.27
12939,13683.0,12,454.3333333333333,5,8.263157894736842,322,Increasing,0,0.0,11581.8
12945,437.16,1,281.0,282,0.0,282,Decreasing,1,0.0,462.95
12948,252.48000000000002,2,112.0,356,0.75,363,Decreasing,1,0.0,2064.95
12949,11359.48,14,418.0,8,0.7034068136272545,362,Increasing,0,0.0030664395229982964,4167.22
12951,2149.65,9,128.77777777777777,12,2.3846153846153846,324,Increasing,0,0.007705479452054794,751.78
12953,498.96000000000004,1,280.0,148,0.0,148,Increasing,1,0.0,329.85
12956,413.82,3,102.0,310,1.7272727272727273,350,Decreasing,1,0.0,108.07
12957,4689.43,5,427.4,167,0.7370517928286853,354,Decreasing,1,0.0032649253731343282,4017.54
12963,1379.16,4,189.0,61,1.0512820512820513,145,Increasing,0,0.03076923076923077,1591.98
12967,1277.6200000000001,1,474.0,9,0.0,9,Flag,0,0.0,1660.9
12970,1071.67,6,117.0,6,1.5458515283842795,361,Increasing,0,0.0,23.8
12971,4514.6900000000005,30,167.23333333333332,0,3.3366336633663365,350,Increasing,0,0.22301378349078518,11028.01
12974,264.15,1,80.0,191,0.0,191,Decreasing,1,0.0,144.8
12976,2417.7799999999997,7,303.2857142857143,4,2.1755725190839694,291,Increasing,0,0.0,738.6
12977,478.39,3,39.666666666666664,127,0.1836734693877551,137,Increasing,1,0.0,39.239999999999995
12980,8870.880000000001,12,85.33333333333333,12,11.225806451612904,363,Increasing,0,0.004859086491739553,7374.900000000001
12982,2354.27,7,205.85714285714286,20,1.395973154362416,232,Increasing,0,0.036120401337792644,390.54
12987,753.51,3,122.0,46,7.216216216216216,314,Decreasing,0,0.0,558.7
12989,6627.64,18,221.77777777777777,50,9.3125,355,Increasing,0,0.034582829504232165,6794.9800000000005
12990,546.0,4,70.0,43,15.384615384615385,245,Increasing,0,0.0,409.5
12991,261.06,1,78.0,15,0.0,15,Flag,0,0.0,503.76
12993,844.87,4,127.75,71,4.4375,285,Decreasing,0,0.16775244299674266,414.76
12997,884.02,4,130.5,20,4.595744680851064,238,Increasing,0,0.013232514177693762,1226.89
13000,497.65000000000003,1,169.0,351,0.0,351,Decreasing,1,0.055865921787709494,534.85
13001,14353.28,20,401.7,30,0.4679300291545189,362,Increasing,0,0.0016155088852988692,9227.81
13002,293.18,2,64.0,42,1.2,60,Flag,0,0.0,120.94999999999999
13004,5994.94,18,219.22222222222223,12,0.802439024390244,350,Decreasing,0,0.0706547338671691,5655.91
13005,485.98,2,145.0,57,0.8620689655172413,83,Increasing,0,0.00684931506849315,513.7
13008,382.66,2,102.0,23,16.25,349,Increasing,0,0.03317535545023697,229.46999999999997
13012,1310.99,3,246.33333333333334,55,2.515625,218,Increasing,0,0.022486772486772486,1661.8400000000001
13013,6286.490000000001,16,214.8125,13,1.2359550561797752,351,Increasing,0,0.0,4515.84
13014,1914.8,1,1074.0,58,0.0,58,Flag,0,0.00922509225092251,3466.2799999999997
13015,3240.14,6,319.6666666666667,64,0.936046511627907,229,Increasing,0,0.036180904522613064,3346.28
13018,2485.46,7,187.28571428571428,39,1.6180555555555556,274,Increasing,0,0.003041825095057034,7277.7
13021,2270.86,8,149.25,0,2.848,360,Increasing,0,0.018092105263157895,2310.9500000000003
13023,759.13,1,299.0,154,0.0,154,Increasing,1,0.0,689.9
13026,757.72,4,211.5,114,5.7560975609756095,352,Decreasing,0,0.0011806375442739079,774.84
13027,10423.2,13,1984.6153846153845,11,5.033898305084746,314,Increasing,0,0.009330722267019928,6912.0
13029,679.8,2,30.0,0,24.666666666666668,149,Increasing,0,0.0,1247.5
13032,1833.37,7,129.42857142857142,18,0.4714285714285714,86,Increasing,0,0.004395604395604396,1010.18
13033,30.0,1,15.0,55,0.0,55,Flag,0,0.0,190.55
13034,114.05000000000001,1,37.0,27,0.0,27,Flag,0,0.0,642.77
13035,442.32,1,282.0,57,0.0,57,Flag,0,0.0,921.88
13037,3033.88,9,188.77777777777777,25,1.814207650273224,362,Decreasing,0,0.014501160092807424,881.07
13044,4293.43,10,212.4,118,0.5272727272727272,326,Decreasing,0,0.0009407337723424271,560.47
13045,503.64,2,92.0,27,3.230769230769231,112,Increasing,0,0.0,305.28000000000003
13046,319.94,1,241.0,82,0.0,82,Increasing,0,0.0,629.31
13047,5190.99,14,138.35714285714286,40,1.4829268292682927,349,Decreasing,0,0.017250126839167934,3232.59
13048,2248.3,5,293.4,62,1.8625954198473282,307,Decreasing,0,0.0033967391304347825,1835.91
13049,751.5600000000001,2,176.0,15,1.0,27,Flag,0,0.03825136612021858,656.6800000000001
13050,6074.18,17,191.11764705882354,0,0.583904109589041,350,Increasing,0,0.01125989044430919,5833.11
13052,2819.53,6,205.16666666666666,46,0.9957081545064378,280,Increasing,0,0.0,348.15000000000003
13055,1106.7,1,927.0,55,0.0,55,Flag,0,0.013829787234042552,1214.41
13059,2119.77,9,92.11111111111111,39,1.0466321243523315,244,Increasing,0,0.005995203836930456,183.4
