TotalSpend,PurchaseFrequency,OrderHabit,Recency,AvgPurchaseGap,Trend,PseudoChurn,ReturnRate,CLV,Log_TotalSpend,Log_PurchaseFrequency,BC_PurchaseFrequency,PurchaseFreq_Label,IsFrequentBuyer,Log_OrderHabit,OrderHabit_Label,Log_Recency,BC_Recency,Recency_Label,Recency_QBin,Log_AvgPurchaseGap,Gap_Label,Churn,Trend_Refined,Return_Label,SpendPerOrder,SpendRate,GapPerOrder,Log_SpendRate
2563.36,6,188.3333333,51,2.646551724,Decreasing,0,0.160475483,6372.58,7.8494642138008395,1.9459101490553132,1.278537185034623,Moderate,0,5.243509129876985,Regular Buyer,3.9512437185814275,5.110647972752438,Recent,Old,1.2937819879020882,Moderate,0,Decreasing,Frequent Returner,427.2266666666667,50.26196078431373,0.441091954,3.9369489719467126
1590.83,5,258.8,5,3.149425287,Increasing,0,0.000772201,2662.06,7.372639576782921,1.791759469228055,1.2140922538122543,Low,0,5.559912104236499,Heavy Buyer,1.791759469228055,2.0084413178412244,Very Recent,Very Recent,1.4229698395924246,Occasional,0,Increasing,Occasional Returner,318.166,318.166,0.6298850574,5.765711343611664
321.35,3,48.0,88,12.16666667,Decreasing,0,0.0,189.9,5.775637911756629,1.3862943611198906,1.0206845338277533,Low,0,3.8918202981106265,Light Buyer,4.48863636973214,6.021885334297722,Recent,Old,2.577688383492131,Occasional,0,Decreasing,No Return,107.11666666666667,3.6517045454545456,4.055555556666667,1.5372337213442508
130.0,1,1.0,364,0.0,Decreasing,1,0.0,4697.19,4.875197323201151,0.6931471805599453,0.5921894716885845,Rare,0,0.6931471805599453,Light Buyer,5.8998973535824915,8.728096879708065,Dormant,Dormant,0.0,Single Purchase,0,Decreasing,No Return,130.0,0.35714285714285715,0.0,0.30538164955118186
774.62,3,84.0,250,1.294117647,Decreasing,1,0.0,3545.69,6.653662709523911,1.3862943611198906,1.0206845338277533,Low,0,4.442651256490317,Light Buyer,5.5254529391317835,7.9628855809936825,Old,Dormant,0.8303483020477893,Moderate,0,Decreasing,No Return,258.20666666666665,3.09848,0.431372549,1.4106161732649563
2179.42,3,281.6666667,35,2.281553398,Increasing,0,0.0,1887.96,7.687272797776933,1.3862943611198906,1.0206845338277533,Low,0,5.644268347241718,Heavy Buyer,3.58351893845611,4.521488442098434,Very Recent,Mid Term,1.1883169072356314,Moderate,0,Increasing,No Return,726.4733333333334,62.26914285714286,0.7605177993333333,4.1473977356850575
763.05,2,159.5,250,1.361111111,Decreasing,1,0.0,364.6,6.638633232051266,1.0986122886681098,0.8594831365124666,Rare,0,5.07829394257007,Regular Buyer,5.5254529391317835,7.9628855809936825,Old,Dormant,0.8591323179871476,Moderate,1,Decreasing,No Return,381.525,3.0522,0.6805555555,1.3992599435099138
2246.29,3,340.0,47,3.387755102,Increasing,0,0.0,742.93,7.717480324827861,1.3862943611198906,1.0206845338277533,Low,0,5.831882477283517,Bulk Buyer,3.871201010907891,4.980088074064639,Very Recent,Old,1.4788177300077339,Occasional,0,Increasing,No Return,748.7633333333333,47.793404255319146,1.1292517006666667,3.8875951450218644
1798.2,2,580.5,7,2.810810811,Increasing,0,0.0,1628.12,7.495097400645106,1.0986122886681098,0.8594831365124666,Rare,0,6.365610971958719,Bulk Buyer,2.0794415416798357,2.374956708777216,Very Recent,Very Recent,1.3378419777835893,Moderate,0,Increasing,No Return,899.1,256.8857142857143,1.4054054055,5.552516518897533
1407.7,1,787.0,188,0.0,Decreasing,1,0.0,4008.62,7.250422572266261,0.6931471805599453,0.5921894716885845,Rare,0,6.669498089857879,Bulk Buyer,5.241747015059643,7.4065104103230075,Mid Term,Dormant,0.0,Single Purchase,0,Decreasing,No Return,1407.7,7.4877659574468085,0.0,2.1386258275864325
767.98,2,204.0,48,2.8,Increasing,0,0.0,852.24,6.645064961365095,1.0986122886681098,0.8594831365124666,Rare,0,5.3230099791384085,Regular Buyer,3.8918202981106265,5.01359586750119,Very Recent,Old,1.33500106673234,Moderate,0,Increasing,No Return,383.99,15.999583333333334,1.4,2.8331888339519242
5442.84,6,371.1666667,91,1.14619883,Increasing,0,0.01285461,2724.81,8.60223997318516,1.9459101490553132,1.278537185034623,Moderate,0,5.919341782701668,Bulk Buyer,4.5217885770490405,6.080131704839544,Recent,Old,0.7636982913611747,Moderate,0,Increasing,Occasional Returner,907.14,59.81142857142857,0.19103313833333332,4.107777741232801
1120.45,2,269.5,71,3.022222222,Increasing,0,0.0,2780.66,7.022377769818835,1.0986122886681098,0.8594831365124666,Rare,0,5.600272098286537,Heavy Buyer,4.276666119016055,5.655122498886177,Recent,Old,1.3918345414402573,Occasional,0,Increasing,No Return,560.225,15.780985915492959,1.511111111,2.8202464547059356
2312.53,5,184.0,90,1.1,Decreasing,0,0.00862069,460.89,7.746529775628442,1.791759469228055,1.2140922538122543,Low,0,5.220355825078324,Regular Buyer,4.51085950651685,6.0609033099675464,Recent,Old,0.7419373447293773,Moderate,0,Decreasing,Occasional Returner,462.50600000000003,25.69477777777778,0.22000000000000003,3.284467957428937
816.85,2,247.5,8,1.095238095,Flag,0,0.011976048,1582.6,6.706678945704534,1.0986122886681098,0.8594831365124666,Rare,0,5.5154428455366835,Heavy Buyer,2.1972245773362196,2.528863070019232,Very Recent,Very Recent,0.7396671960812018,Moderate,0,Seasonal Buyer,Occasional Returner,408.425,102.10625,0.5476190475,4.635760009942097
1702.54,3,362.3333333,32,2.305882353,Increasing,0,0.0,3018.63,7.440463717893734,1.3862943611198906,1.0206845338277533,Low,0,5.895320686463337,Bulk Buyer,3.4965075614664802,4.386001447650477,Very Recent,Mid Term,1.195703412861223,Moderate,0,Increasing,No Return,567.5133333333333,53.204375,0.768627451,3.992761624745148
853.65,3,340.0,11,5.16,Increasing,0,0.0,1108.65,6.750692028402277,1.3862943611198906,1.0206845338277533,Low,0,5.831882477283517,Bulk Buyer,2.4849066497880004,2.9144479967400296,Very Recent,Recent,1.8180767775454285,Occasional,0,Increasing,No Return,284.55,77.60454545454546,1.72,4.36442952797356
1031.3,5,98.0,18,4.75862069,Increasing,0,0.00203666,225.6,6.939544601471544,1.791759469228055,1.2140922538122543,Low,0,4.59511985013459,Moderate Buyer,2.9444389791664403,3.559889304797151,Very Recent,Recent,1.7506979824901614,Occasional,0,Increasing,Occasional Returner,206.26,57.294444444444444,0.951724138,4.065506796267701
591.66,1,164.0,147,0.0,Increasing,1,0.0,427.7,6.3846208787485486,0.6931471805599453,0.5921894716885845,Rare,0,5.10594547390058,Regular Buyer,4.997212273764115,6.942545542457995,Mid Term,Dormant,0.0,Single Purchase,0,Increasing,No Return,591.66,4.024897959183673,0.0,1.6144051471088423
2975.06,3,532.6666667,25,4.95,Increasing,0,0.014796547,3415.3,7.998355557040069,1.3862943611198906,1.0206845338277533,Low,0,6.279771424391066,Bulk Buyer,3.258096538021482,4.022235378277746,Very Recent,Mid Term,1.7833912195575383,Occasional,0,Increasing,Occasional Returner,991.6866666666666,119.0024,1.6500000000000001,4.787511742582049
1452.22,3,273.3333333,11,2.113207547,Increasing,0,0.038686987,2888.55,7.281537062982867,1.3862943611198906,1.0206845338277533,Low,0,5.614343911887453,Heavy Buyer,2.4849066497880004,2.9144479967400296,Very Recent,Recent,1.1356535602939133,Moderate,0,Increasing,Occasional Returner,484.0733333333333,132.02,0.7044025156666667,4.890499492856275
12346.62,4,1898.0,46,0.928571429,Increasing,0,0.014025974,11072.67,9.421218610934066,1.6094379124341003,1.1316360094026654,Low,0,7.549082710812286,Bulk Buyer,3.8501476017100584,4.945963861748594,Very Recent,Mid Term,0.6567795366112927,Frequent,0,Increasing,Occasional Returner,3086.655,268.40478260869565,0.23214285725,5.596215016634926
320.38,1,130.0,128,0.0,Increasing,1,0.0,693.33,5.772624223613607,0.6931471805599453,0.5921894716885845,Rare,0,4.875197323201151,Moderate Buyer,4.859812404361672,6.688012294242177,Mid Term,Dormant,0.0,Single Purchase,0,Increasing,No Return,320.38,2.50296875,0.0,1.2536108232506367
1370.05,3,389.3333333,28,2.107692308,Increasing,0,0.005110733,1226.88,7.223332148627434,1.3862943611198906,1.0206845338277533,Low,0,5.967001074844211,Bulk Buyer,3.367295829986474,4.187505023964151,Very Recent,Mid Term,1.1338804276045775,Moderate,0,Increasing,Occasional Returner,456.68333333333334,48.93035714285714,0.7025641026666666,3.9106291773580986
241.35,1,33.0,28,0.0,Flag,0,0.0,758.1,5.490382962291385,0.6931471805599453,0.5921894716885845,Rare,0,3.5263605246161616,Light Buyer,3.367295829986474,4.187505023964151,Very Recent,Mid Term,0.0,Single Purchase,0,New Buyer,No Return,241.35,8.619642857142857,0.0,2.263807138951339
130.0,1,193.0,89,0.0,Increasing,0,0.50129199,562.41,4.875197323201151,0.6931471805599453,0.5921894716885845,Rare,0,5.267858159063328,Regular Buyer,4.499809670330265,6.041489149439161,Recent,Old,0.0,Single Purchase,0,Increasing,High Returner,130.0,1.4606741573033708,0.0,0.900435360084361
19468.84,4,3517.5,1,0.725961538,Increasing,0,0.0,124914.53,9.876621880561549,1.6094379124341003,1.1316360094026654,Low,0,8.165790041406604,Bulk Buyer,0.6931471805599453,0.7240856053100515,Very Recent,Very Recent,0.5457843085195514,Frequent,0,Increasing,No Return,4867.21,19468.84,0.1814903845,9.876621880561549
3167.81,11,121.6363636,36,1.802259887,Increasing,0,0.008154188,3279.37,8.061111402071473,2.4849066497880004,1.4706794830975354,High,1,4.809223583112869,Moderate Buyer,3.6109179126442243,4.564458084839922,Very Recent,Mid Term,1.0304261941490822,Moderate,0,Increasing,Occasional Returner,287.9827272727273,87.99472222222222,0.1638418079090909,4.4885770670998655
1352.62,3,227.0,39,3.208955224,Increasing,0,0.001466276,668.58,7.210537764156515,1.3862943611198906,1.0206845338277533,Low,0,5.429345628954441,Heavy Buyer,3.6888794541139363,4.687533509440363,Very Recent,Mid Term,1.4372144515755163,Occasional,0,Increasing,Occasional Returner,450.8733333333333,34.6825641025641,1.0696517413333333,3.5746621689908267
291.56,2,84.0,41,4.736842105,Increasing,0,0.023255814,807.04,5.678669773841126,1.0986122886681098,0.8594831365124666,Rare,0,4.442651256490317,Light Buyer,3.7376696182833684,4.765169875259271,Very Recent,Mid Term,1.7469089030168317,Occasional,0,Increasing,Occasional Returner,145.78,7.111219512195122,2.3684210525,2.0932482282400744
3369.79,12,185.3333333,20,2.461538462,Increasing,0,0.002243158,803.56,8.122902417238997,2.5649493574615367,1.4953111268020283,High,1,5.227537184308098,Regular Buyer,3.044522437723423,3.7054510470048467,Very Recent,Recent,1.2417131324421165,Moderate,0,Increasing,Occasional Returner,280.81583333333333,168.4895,0.20512820516666666,5.132790977999061
763.08,2,227.0,13,2.0,Increasing,0,0.0,1650.67,6.638672495726482,1.0986122886681098,0.8594831365124666,Rare,0,5.429345628954441,Heavy Buyer,2.6390573296152584,3.126839814439435,Very Recent,Recent,1.0986122886681098,Moderate,0,Increasing,No Return,381.54,58.698461538461544,1.0,4.089306250191491
1579.07,2,642.5,48,2.049180328,Increasing,0,0.007722008,1760.96,7.365224428837097,1.0986122886681098,0.8594831365124666,Rare,0,6.466922027036182,Bulk Buyer,3.8918202981106265,5.01359586750119,Very Recent,Old,1.1148728095829008,Moderate,0,Increasing,Occasional Returner,789.535,32.89729166666667,1.024590164,3.5233351193561404
964.21,1,651.0,74,0.0,Increasing,0,0.063309353,777.2,6.872345694244244,0.6931471805599453,0.5921894716885845,Rare,0,6.480044561926653,Bulk Buyer,4.31748811353631,5.725000965149295,Recent,Old,0.0,Single Purchase,0,Increasing,Frequent Returner,964.21,13.029864864864866,0.0,2.641188262198052
762.48,1,326.0,288,0.0,Decreasing,1,0.021021021,582.73,6.6378869291616915,0.6931471805599453,0.5921894716885845,Rare,0,5.7899601708972535,Bulk Buyer,5.666426688112432,8.24677962094808,Old,Dormant,0.0,Single Purchase,0,Decreasing,Occasional Returner,762.48,2.6475,0.0,1.2940420014148037
2454.01,4,333.25,67,1.909090909,Increasing,0,0.082587749,3750.4,7.8058861135400806,1.6094379124341003,1.1316360094026654,Low,0,5.8118892159820525,Bulk Buyer,4.219507705176107,5.557877279696551,Recent,Old,1.067840629970106,Moderate,0,Increasing,Frequent Returner,613.5025,36.62701492537314,0.47727272725,3.6277222744689754
4012.27,12,142.0,35,1.812903226,Decreasing,0,0.010452962,6487.45,8.297361649339289,2.5649493574615367,1.4953111268020283,High,1,4.962844630259907,Moderate Buyer,3.58351893845611,4.521488442098434,Very Recent,Mid Term,1.034217126498595,Moderate,0,Decreasing,Occasional Returner,334.35583333333335,114.63628571428572,0.15107526883333333,4.750449797247023
3418.27,3,821.0,25,0.550724638,Increasing,0,0.000405844,10737.18,8.137182356980498,1.3862943611198906,1.0206845338277533,Low,0,6.71174039505618,Bulk Buyer,3.258096538021482,4.022235378277746,Very Recent,Mid Term,0.4387223300702543,Frequent,0,Increasing,Occasional Returner,1139.4233333333334,136.7308,0.18357487933333336,4.925301055378211
297.29,1,138.0,7,0.0,Flag,0,0.0,806.14,5.698066167660092,0.6931471805599453,0.5921894716885845,Rare,0,4.9344739331306915,Moderate Buyer,2.0794415416798357,2.374956708777216,Very Recent,Very Recent,0.0,Single Purchase,0,New Buyer,No Return,297.29,42.470000000000006,0.0,3.772071045000701
6096.04,4,725.75,22,4.533333333,Increasing,0,0.0,7829.89,8.71555868648987,1.6094379124341003,1.1316360094026654,Low,0,6.588582539438986,Bulk Buyer,3.1354942159291497,3.8393511436166916,Very Recent,Mid Term,1.7107904066341468,Occasional,0,Increasing,No Return,1524.01,277.09272727272725,1.13333333325,5.627954609415501
7731.99,21,241.8095238,21,0.914600551,Decreasing,0,0.012638538,4785.51,8.953250871449011,3.091042453358316,1.636195138989559,High,1,5.492277283292509,Heavy Buyer,3.091042453358316,3.773732830371289,Very Recent,Recent,0.6495090113186465,Frequent,0,Decreasing,Occasional Returner,368.19,368.19,0.04355240719047619,5.91131141667141
301.58,1,144.0,46,0.0,Flag,0,0.01369863,133.4,5.712345705316689,0.6931471805599453,0.5921894716885845,Rare,0,4.976733742420574,Regular Buyer,3.8501476017100584,4.945963861748594,Very Recent,Mid Term,0.0,Single Purchase,0,New Buyer,Occasional Returner,301.58,6.556086956521739,0.0,2.0223534578474927
768.6,2,364.5,36,3.111111111,Increasing,0,0.0,4067.29,6.645870899351497,1.0986122886681098,0.8594831365124666,Rare,0,5.901266279189834,Bulk Buyer,3.6109179126442243,4.564458084839922,Very Recent,Mid Term,1.413693335280978,Occasional,0,Increasing,No Return,384.3,21.35,1.5555555555,3.106826321059578
490.32,3,104.6666667,25,2.642857143,Increasing,0,0.021806854,197.88,6.197095646670894,1.3862943611198906,1.0206845338277533,Low,0,4.660289485524628,Moderate Buyer,3.258096538021482,4.022235378277746,Very Recent,Mid Term,1.2927683031482828,Moderate,0,Increasing,Occasional Returner,163.44,19.6128,0.8809523810000001,3.0259122420551234
3634.36,3,928.0,89,0.423076923,Increasing,0,0.004647837,9035.52,8.198463422202693,1.3862943611198906,1.0206845338277533,Low,0,6.834108738813838,Bulk Buyer,4.499809670330265,6.041489149439161,Recent,Old,0.35282137456868834,Frequent,0,Increasing,Occasional Returner,1211.4533333333334,40.83550561797753,0.141025641,3.7337453956785316
13151.44,4,1674.25,21,0.958333333,Flag,0,0.400017918,3528.34,9.48436257172419,1.6094379124341003,1.1316360094026654,Low,0,7.42371768685328,Bulk Buyer,3.091042453358316,3.773732830371289,Very Recent,Recent,0.6720937711919002,Frequent,0,Seasonal Buyer,High Returner,3287.86,626.2590476190477,0.23958333325,6.441359609405632
3413.09,4,303.25,71,2.014705882,Decreasing,0,0.0,2466.86,8.135666265045577,1.6094379124341003,1.1316360094026654,Low,0,5.717849731867637,Heavy Buyer,4.276666119016055,5.655122498886177,Recent,Old,1.1035022738452283,Moderate,0,Decreasing,No Return,853.2725,48.07169014084507,0.5036764705,3.8932822929740065
632.68,1,251.0,61,0.0,Increasing,0,0.030888031,2363.23,6.451544095156025,0.6931471805599453,0.5921894716885845,Rare,0,5.529429087511423,Heavy Buyer,4.127134385045092,5.402182408449408,Recent,Old,0.0,Single Purchase,0,Increasing,Occasional Returner,632.68,10.371803278688525,0.0,2.4311368948955936
830.09,2,240.0,53,1.333333333,Increasing,0,0.0,947.4,6.7227380922401725,1.0986122886681098,0.8594831365124666,Rare,0,5.484796933490655,Heavy Buyer,3.9889840465642745,5.172662253398821,Recent,Old,0.8472978602443464,Moderate,0,Increasing,No Return,415.045,15.662075471698113,0.6666666665,2.8131352071126257
2941.2,3,611.6666667,152,1.396396396,Decreasing,1,0.008108108,729.54,7.986912879816112,1.3862943611198906,1.0206845338277533,Low,0,6.417821014301929,Bulk Buyer,5.030437921392435,7.004755719148746,Mid Term,Dormant,0.8739661073039514,Moderate,1,Decreasing,Occasional Returner,980.4,19.349999999999998,0.4654654653333334,3.0130809118886037
20079.74,47,184.4255319,0,0.514836795,Increasing,0,0.021007454,17555.54,9.907516425716267,3.871201010907891,1.7906802571574407,SuperBuyer,1,5.222653356163741,Regular Buyer,0.0,0.0,,Very Recent,0.41530770708585507,Frequent,0,Increasing,Occasional Returner,427.2285106382979,inf,0.010953974361702128,inf
9677.18,12,519.1666667,22,0.638722555,Increasing,0,0.047691837,6572.11,9.177629146064374,2.5649493574615367,1.4953111268020283,High,1,6.2541492731068065,Bulk Buyer,3.1354942159291497,3.8393511436166916,Very Recent,Mid Term,0.4939170084345549,Frequent,0,Increasing,Occasional Returner,806.4316666666667,439.8718181818182,0.05322687958333333,6.088754171477308
5048.66,13,239.0,4,0.992982456,Increasing,0,0.023263125,7375.79,8.527076193270187,2.6390573296152584,1.517310394535294,High,1,5.480638923341991,Heavy Buyer,1.6094379124341003,1.7828946589879504,Very Recent,Very Recent,0.6896322383820783,Frequent,0,Increasing,Occasional Returner,388.35846153846154,1262.165,0.07638326584615385,7.141375755147822
426.26,1,236.0,35,0.0,Flag,0,0.0,723.38,6.057392727222088,0.6931471805599453,0.5921894716885845,Rare,0,5.4680601411351315,Heavy Buyer,3.58351893845611,4.521488442098434,Very Recent,Mid Term,0.0,Single Purchase,0,New Buyer,No Return,426.26,12.178857142857142,0.0,2.578613813847113
7298.99,12,269.75,22,0.361702128,Increasing,0,0.00766401,6816.42,8.89562825727253,2.5649493574615367,1.4953111268020283,High,1,5.6011958858811,Heavy Buyer,3.1354942159291497,3.8393511436166916,Very Recent,Mid Term,0.3087354818996133,Frequent,0,Increasing,Occasional Returner,608.2491666666666,331.7722727272727,0.030141844,5.807458390353778
7056.63,3,822.0,25,0.847908745,Increasing,0,0.0,13219.74,8.861864580078436,1.3862943611198906,1.0206845338277533,Low,0,6.71295620067707,Bulk Buyer,3.258096538021482,4.022235378277746,Very Recent,Mid Term,0.6140545915889843,Frequent,0,Increasing,No Return,2352.21,282.2652,0.28263624833333334,5.646383561310329
2183.22,3,415.0,25,1.229885057,Increasing,0,0.004,3281.63,7.689014064392341,1.3862943611198906,1.0206845338277533,Low,0,6.030685260261263,Bulk Buyer,3.258096538021482,4.022235378277746,Very Recent,Mid Term,0.8019500401974042,Moderate,0,Increasing,Occasional Returner,727.7399999999999,87.32879999999999,0.40996168566666663,4.48106621524644
6605.69,5,772.8,2,1.404907975,Increasing,0,0.03109328,5596.32,8.795838050995707,1.791759469228055,1.2140922538122543,Low,0,6.651313442266413,Bulk Buyer,1.0986122886681098,1.1776832408855196,Very Recent,Very Recent,0.8775116387923737,Moderate,0,Increasing,Occasional Returner,1321.138,3302.845,0.280981595,8.102842220707497
2635.6,11,96.54545455,4,4.682539683,Increasing,0,0.013011152,2484.98,7.8772454873238695,2.4849066497880004,1.4706794830975354,High,1,4.580318469878926,Moderate Buyer,1.6094379124341003,1.7828946589879504,Very Recent,Very Recent,1.7373982600901732,Occasional,0,Increasing,Occasional Returner,239.6,658.9,0.4256854257272727,6.492088308389376
1828.43,6,180.0,109,1.53125,Decreasing,0,0.004608295,4541.72,7.51175972190709,1.9459101490553132,1.278537185034623,Moderate,0,5.198497031265826,Regular Buyer,4.700480365792417,6.398276046705035,Mid Term,Dormant,0.9287132518727123,Moderate,0,Decreasing,Occasional Returner,304.73833333333334,16.774587155963303,0.2552083333333333,2.877769749313431
4405.71,11,258.3636364,4,1.648148148,Decreasing,0,0.001405481,4955.63,8.390883658274694,2.4849066497880004,1.4706794830975354,High,1,5.558231078555333,Heavy Buyer,1.6094379124341003,1.7828946589879504,Very Recent,Very Recent,0.9738605836396889,Moderate,0,Decreasing,Occasional Returner,400.5190909090909,1101.4275,0.1498316498181818,7.005269845521553
452.0,1,252.0,29,0.0,Flag,0,0.0,263.21,6.115892125483034,0.6931471805599453,0.5921894716885845,Rare,0,5.53338948872752,Heavy Buyer,3.4011973816621555,4.23927487808638,Very Recent,Mid Term,0.0,Single Purchase,0,New Buyer,No Return,452.0,15.586206896551724,0.0,2.808571440119287
569.17,2,136.0,37,5.466666667,Increasing,0,0.035460993,1246.1,6.345934561976248,1.0986122886681098,0.8594831365124666,Rare,0,4.919980925828125,Moderate Buyer,3.6375861597263857,4.606423407074947,Very Recent,Mid Term,1.866660777452719,Occasional,0,Increasing,Occasional Returner,284.585,15.382972972972972,2.7333333335,2.7962425621372584
5205.4,2,2224.5,26,5.80952381,Increasing,0,0.000224719,1043.1,8.557643917024718,1.0986122886681098,0.8594831365124666,Rare,0,7.707736888455909,Bulk Buyer,3.295836866004329,4.079099047976295,Very Recent,Mid Term,1.9183221926064145,Occasional,0,Increasing,Occasional Returner,2602.7,200.2076923076923,2.904761905,5.304337669640343
1697.39,8,87.375,61,2.797619048,Decreasing,0,0.014104372,4257.82,7.437436022477224,2.1972245773362196,1.3741504363273038,Moderate,0,4.481589124216737,Light Buyer,4.127134385045092,5.402182408449408,Recent,Old,1.3343743040418445,Moderate,0,Decreasing,Occasional Returner,212.17375,27.826065573770492,0.349702381,3.361280032471704
297.0,2,184.0,43,17.9,Increasing,0,0.0,482.05,5.697093486505405,1.0986122886681098,0.8594831365124666,Rare,0,5.220355825078324,Regular Buyer,3.784189633918261,4.839636502178884,Very Recent,Mid Term,2.9391619220655967,Rare,0,Increasing,No Return,148.5,6.906976744186046,8.95,2.0677455019166446
539.25,1,362.0,210,0.0,Decreasing,1,0.0,1304.81,6.292031995386996,0.6931471805599453,0.5921894716885845,Rare,0,5.8944028342648505,Bulk Buyer,5.351858133476067,7.620107672443017,Old,Dormant,0.0,Single Purchase,0,Decreasing,No Return,539.25,2.567857142857143,0.0,1.271965175479304
2784.46,5,338.8,85,2.504587156,Decreasing,0,0.017971014,982.57,7.932168309278783,1.791759469228055,1.2140922538122543,Low,0,5.828357209237832,Bulk Buyer,4.454347296253507,5.961895144061499,Recent,Old,1.2540727263879026,Moderate,0,Decreasing,Occasional Returner,556.892,32.75835294117647,0.5009174312,3.519227881250191
580.08,1,400.0,267,0.0,Decreasing,1,0.0,1017.68,6.364888441004683,0.6931471805599453,0.5921894716885845,Rare,0,5.993961427306569,Bulk Buyer,5.5909869805108565,8.094235965047162,Old,Dormant,0.0,Single Purchase,0,Decreasing,No Return,580.08,2.1725842696629214,0.0,1.1545464827951315
1336.56,2,538.5,56,3.574468085,Increasing,0,0.0,1312.06,7.198602337577074,1.0986122886681098,0.8594831365124666,Rare,0,6.290642784698189,Bulk Buyer,4.04305126783455,5.262016324350295,Recent,Old,1.5204904263943482,Occasional,0,Increasing,No Return,668.28,23.867142857142856,1.7872340425,3.2135473681093045
385.7,1,212.0,102,0.0,Increasing,0,0.03196347,340.84,5.957649198613251,0.6931471805599453,0.5921894716885845,Rare,0,5.3612921657094255,Heavy Buyer,4.634728988229636,6.28038399631041,Mid Term,Dormant,0.0,Single Purchase,0,Increasing,Occasional Returner,385.7,3.7813725490196077,0.0,1.5647276494317357
2582.38,12,117.5,0,2.454545455,Decreasing,0,0.016050244,1789.77,7.85685389803225,2.5649493574615367,1.4953111268020283,High,1,4.774912960575186,Moderate Buyer,0.0,0.0,,Very Recent,1.2396908870595942,Moderate,0,Decreasing,Occasional Returner,215.19833333333335,inf,0.2045454545833333,inf
